City_ID,City,Country,Lat,Lng,Max Temp,Humidty,Cloudiness,Wind Speed,Current Description
143,arcos de la frontera,ES,36.7508,-5.8106,12.78,100,90,1.03,overcast clouds
144,andilamena,MG,-17.0167,48.5833,20.09,91,85,2.8,overcast clouds
145,san cristobal,VE,7.7669,-72.225,20.05,73,84,0.27,broken clouds
146,natal,BR,-5.795,-35.2094,26.0,78,40,4.63,scattered clouds
147,tessalit,ML,20.1986,1.0114,15.77,32,14,5.13,few clouds
148,saldanha,ZA,-33.0117,17.9442,19.0,55,0,1.03,clear sky
149,kazanskaya,RU,45.4106,40.4361,5.85,64,44,2.37,scattered clouds
150,morwa,IN,22.9,73.8333,23.93,19,0,3.0,clear sky
151,kandi,BJ,11.1342,2.9386,20.33,21,0,2.5,clear sky
152,vila velha,BR,-20.3297,-40.2925,25.0,83,20,2.06,few clouds
153,nantucket,US,41.2835,-70.0995,6.0,100,90,9.77,mist
154,la libertad,EC,-2.2333,-80.9,25.05,82,52,4.0,broken clouds
155,odweyne,SO,9.4092,45.064,17.81,25,83,7.28,broken clouds
156,bradford,GB,53.7939,-1.7521,1.11,49,100,5.72,snow
157,gazli,UZ,40.1333,63.45,5.86,83,57,2.31,broken clouds
158,denton,US,33.2001,-97.1336,8.33,75,1,1.49,clear sky
159,westport,US,41.1415,-73.3579,1.0,86,90,10.29,light snow
160,henties bay,NA,-22.116,14.2845,19.44,82,88,0.89,overcast clouds
161,malanje,AO,-9.5402,16.341,16.64,99,100,2.05,overcast clouds
162,itarema,BR,-2.9248,-39.9167,25.62,82,100,5.74,overcast clouds
163,hofn,IS,64.2539,-15.2082,-0.14,93,100,6.04,overcast clouds
164,kagadi,UG,0.9606,30.7967,16.88,70,48,1.1,scattered clouds
165,havoysund,NO,70.9963,24.6622,-7.0,93,20,0.51,snow
166,safakulevo,RU,54.9901,62.5442,-7.02,94,100,3.38,overcast clouds
167,jasper,US,37.2001,-94.3502,0.0,86,1,1.54,clear sky
168,upernavik,GL,72.7868,-56.1549,-20.25,91,100,3.4,light snow
169,derzhavinsk,KZ,51.1,66.3167,-10.44,96,100,3.84,snow
170,wageningen,NL,51.9667,5.6667,2.22,100,90,1.03,mist
171,kalmunai,LK,7.4167,81.8167,27.4,79,58,5.51,broken clouds
172,cockburn town,TC,21.4612,-71.1419,25.63,82,2,5.8,clear sky
173,montepuez,MZ,-13.1256,38.9997,20.73,99,100,1.21,overcast clouds
174,urbano santos,BR,-3.2078,-43.4036,23.81,93,95,1.39,overcast clouds
175,quatre cocos,MU,-20.2078,57.7625,28.89,89,40,5.14,light rain
176,veraval,IN,20.9,70.3667,25.76,31,0,4.44,clear sky
177,horta,PT,38.5333,-28.6333,13.96,70,100,11.22,overcast clouds
178,totma,RU,59.9747,42.7642,-9.72,97,91,2.93,overcast clouds
179,port blair,IN,11.6667,92.75,28.12,68,0,7.4,clear sky
180,algiers,DZ,36.7525,3.042,13.0,76,0,2.57,clear sky
181,middelburg,ZA,-25.7751,29.4648,12.32,88,100,10.72,light rain
182,necochea,AR,-38.5473,-58.7368,15.0,83,100,2.52,overcast clouds
183,melfi,IT,40.9965,15.6514,5.56,93,90,3.6,light rain
184,yzeure,FR,46.5644,3.355,9.44,93,75,1.54,broken clouds
185,vallenar,CL,-28.5708,-70.7581,16.51,67,8,1.03,clear sky
186,kefar shemaryahu,IL,32.1856,34.8219,18.33,39,0,1.54,clear sky
187,valdivia,CL,-39.8142,-73.2459,17.0,59,0,2.57,clear sky
188,valverde del camino,ES,37.5751,-6.7543,15.0,80,96,0.45,overcast clouds
189,gornopravdinsk,RU,60.05,69.9,-6.22,96,100,4.31,overcast clouds
190,cururupu,BR,-1.8283,-44.8683,24.66,93,95,1.69,overcast clouds
191,samarina,RU,57.8878,27.8054,-5.0,93,20,4.0,few clouds
192,grand gaube,MU,-20.0064,57.6608,28.89,76,16,2.68,few clouds
193,praia,CV,14.9215,-23.5087,21.0,78,0,6.69,clear sky
194,fomboni,KM,-12.28,43.7425,28.63,64,76,1.35,broken clouds
195,rosita,NI,13.9268,-84.4032,21.0,95,3,1.42,clear sky
196,axim,GH,4.8699,-2.2405,25.87,86,58,3.7,broken clouds
197,swellendam,ZA,-34.0226,20.4417,16.0,67,0,4.12,clear sky
198,halifax,CA,44.6453,-63.5724,-2.0,74,100,4.63,overcast clouds
199,picos,BR,-7.0769,-41.4669,21.29,87,93,1.36,overcast clouds
200,fasano,IT,40.8344,17.3584,9.44,87,75,2.06,broken clouds
201,coruripe,BR,-10.1256,-36.1756,25.0,82,72,4.07,broken clouds
202,wattegama,LK,6.7989,81.4808,28.0,83,75,5.14,broken clouds
203,harper,LR,4.375,-7.7169,25.47,89,22,2.8,few clouds
204,muros,ES,42.7762,-9.0603,15.0,85,100,4.47,overcast clouds
205,narsaq,GL,60.9167,-46.05,-3.0,74,40,1.03,scattered clouds
206,zarate,AR,-34.0981,-59.0286,19.44,96,3,0.89,clear sky
207,marsaxlokk,MT,35.8419,14.5431,14.44,88,40,4.12,scattered clouds
208,loralai,PK,30.3705,68.598,9.91,43,0,1.36,clear sky
209,taoudenni,ML,22.6783,-3.9836,18.71,28,52,5.31,broken clouds
210,arua,UG,3.0201,30.9111,19.67,36,25,1.8,scattered clouds
211,doka,SD,13.5167,35.7667,21.67,61,9,5.06,clear sky
212,chelmek,PL,50.1016,19.248,-6.67,91,14,1.72,few clouds
213,calabozo,VE,8.9242,-67.4293,26.34,51,99,3.62,overcast clouds
214,szentgotthard,HU,46.9526,16.2736,-1.67,92,3,0.74,clear sky
215,detmold,DE,51.8,8.0,3.89,98,95,1.79,overcast clouds
216,the valley,AI,18.217,-63.0578,26.0,69,20,9.38,few clouds
217,camacha,PT,33.0833,-16.3333,16.0,77,75,1.03,broken clouds
218,khash,IR,28.2211,61.2158,10.48,43,0,1.57,clear sky
219,marrakesh,MA,31.6315,-8.0083,11.0,66,0,1.54,clear sky
220,aswan,EG,24.0934,32.907,13.24,44,56,1.52,broken clouds
221,dombarovskiy,RU,50.7587,59.5386,-6.08,97,100,3.32,overcast clouds
222,luderitz,NA,-26.6481,15.1594,16.33,86,0,5.99,clear sky
223,maldonado,UY,-34.6667,-54.9167,21.11,100,75,3.6,broken clouds
224,ancud,CL,-41.8697,-73.8203,12.78,76,0,2.57,clear sky
225,sainte-marie,RE,-20.8968,55.5496,27.0,78,75,4.63,light rain
226,dwarka,IN,22.2394,68.9678,22.86,52,0,4.79,clear sky
227,tabuk,PH,17.4189,121.4443,25.98,61,11,1.48,few clouds
228,saint-georges,GD,12.0564,-61.7485,26.0,73,20,4.12,few clouds
229,hwange,ZW,-18.3693,26.5019,20.57,97,100,0.96,overcast clouds
230,garmsar,IR,35.2182,52.3409,5.94,58,0,0.6,clear sky
231,okitipupa,NG,6.5047,4.7839,24.83,96,40,0.95,scattered clouds
232,pokhara,NP,28.2333,83.9833,17.52,28,0,2.03,clear sky
233,illapel,CL,-31.6308,-71.1653,14.89,76,32,0.83,scattered clouds
234,dunda,TZ,-8.1167,34.25,17.66,91,100,0.79,overcast clouds
235,ochamchira,GE,42.7121,41.4721,9.17,51,91,1.17,overcast clouds
236,sovetsk,RU,55.0839,21.8785,-7.4,95,100,4.61,overcast clouds
237,bonavista,CA,48.6499,-53.1147,-2.22,86,100,1.54,overcast clouds
238,sassandra,CI,4.95,-6.0833,24.85,93,5,2.39,clear sky
239,lubumbashi,CD,-11.6609,27.4794,16.33,96,100,0.91,overcast clouds
240,dovers,VC,12.8833,-61.1833,26.14,71,57,9.79,broken clouds
241,adigeni,GE,41.6819,42.6987,5.0,60,0,3.09,clear sky
242,colares,PT,38.7992,-9.4469,14.44,95,100,4.58,overcast clouds
243,pedernales,DO,18.0384,-71.744,24.48,69,1,1.54,clear sky
244,bardiyah,LY,31.7561,25.0865,14.48,85,52,3.55,broken clouds
245,grindavik,IS,63.8424,-22.4338,1.0,69,20,7.72,few clouds
246,manta,EC,-0.95,-80.7333,26.0,83,75,2.57,broken clouds
247,gornyy,RU,55.1153,83.9059,-14.32,89,0,2.17,clear sky
248,moose factory,CA,51.2585,-80.6094,-23.0,84,1,1.03,clear sky
249,savonlinna,FI,61.8699,28.88,-12.0,85,20,2.06,light snow
250,tabora,TZ,-5.0167,32.8,17.91,95,100,1.55,overcast clouds
251,ribeira brava,PT,32.65,-17.0667,13.33,91,1,1.79,clear sky
252,bud,US,39.447,-86.1758,-3.33,86,26,4.6,scattered clouds
253,jurm,AF,36.8648,70.8342,2.36,70,98,2.04,overcast clouds
254,salta,AR,-24.7859,-65.4117,17.0,94,90,2.06,light intensity drizzle
255,sao felix do xingu,BR,-6.6447,-51.995,21.87,93,22,0.67,few clouds
256,matagami,CA,49.7502,-77.6328,-19.0,84,75,1.03,broken clouds
257,takoradi,GH,4.8845,-1.7554,26.03,86,15,4.38,few clouds
258,camocim,BR,-2.9022,-40.8411,25.05,84,34,5.45,scattered clouds
259,inirida,CO,3.8653,-67.9239,23.65,95,100,0.79,overcast clouds
260,los llanos de aridane,ES,28.6585,-17.9182,17.0,82,0,4.12,clear sky
261,turukhansk,RU,65.8167,87.9833,-22.72,86,100,4.15,overcast clouds
262,santa vitoria do palmar,BR,-33.5189,-53.3681,21.96,94,14,3.56,few clouds
263,betanzos,ES,43.2804,-8.2147,15.56,88,90,7.2,overcast clouds
264,la sarre,CA,48.8002,-79.1996,-15.4,94,86,1.65,overcast clouds
265,freeport,US,40.6576,-73.5832,1.0,86,90,10.8,light snow
266,camabatela,AO,-8.1881,15.375,16.94,100,94,1.11,overcast clouds
267,amapa,BR,1.0,-52.0,22.06,98,74,1.1,broken clouds
268,cabedelo,BR,-6.9811,-34.8339,26.0,83,20,2.57,few clouds
269,neuquen,AR,-38.9516,-68.0591,16.0,77,0,3.03,clear sky
270,butterworth,MY,5.3991,100.3638,30.0,70,20,1.03,few clouds
271,oranjestad,AW,12.524,-70.027,26.0,78,20,6.69,few clouds
272,aktau,KZ,43.65,51.2,3.0,87,0,8.0,clear sky
273,oistins,BB,13.0667,-59.5333,26.0,65,75,8.23,broken clouds
274,jaguaribe,BR,-5.8906,-38.6219,25.44,66,100,2.79,overcast clouds
275,tsumeb,NA,-19.2333,17.7167,19.0,82,72,3.09,broken clouds
276,camana,PE,-16.6228,-72.7111,21.05,75,87,2.46,overcast clouds
277,bosaso,SO,11.2842,49.1816,21.34,63,27,1.34,scattered clouds
278,oytal,KZ,42.9057,73.2697,2.94,79,97,1.56,overcast clouds
279,naifaru,MV,5.4444,73.3657,28.49,70,71,10.17,broken clouds
280,larsnes,NO,62.2028,5.5773,-1.11,94,94,3.44,light snow
281,rio cuarto,AR,-33.1307,-64.3499,15.0,97,97,0.89,moderate rain
282,olafsvik,IS,64.8945,-23.7142,1.8,82,100,5.13,overcast clouds
283,termiz,UZ,37.2242,67.2783,8.0,87,75,2.06,light rain
284,serramanna,IT,39.4244,8.9244,15.0,72,40,6.17,scattered clouds
285,baraki barak,AF,33.9675,68.9486,2.41,71,95,0.32,overcast clouds
286,aasiaat,GL,68.7098,-52.8699,-16.82,92,100,6.4,light snow
287,stornoway,GB,58.2093,-6.3865,2.0,75,20,6.69,few clouds
288,lasa,IT,46.6166,10.7002,1.11,100,20,2.06,few clouds
289,leh,IN,34.1667,77.5833,-12.85,72,6,0.77,clear sky
290,ambilobe,MG,-13.2,49.05,24.78,87,71,0.72,broken clouds
291,leona vicario,MX,20.9667,-87.1917,16.0,94,1,2.06,clear sky
292,altay,CN,47.8667,88.1167,-6.66,84,100,0.35,overcast clouds
293,oshawa,CA,43.9001,-78.8496,-5.56,49,75,3.6,broken clouds
294,crotone,IT,39.0851,17.1178,7.78,100,90,3.6,fog
295,petlawad,IN,23.0,74.8,23.5,19,0,2.65,clear sky
296,luanda,AO,-8.8368,13.2343,26.0,83,75,2.57,broken clouds
297,tortoli,IT,39.9256,9.6572,14.0,54,40,4.12,scattered clouds
298,timbo,BR,-26.8233,-49.2717,23.89,95,93,0.39,overcast clouds
299,robertsport,LR,6.7533,-11.3686,25.9,88,24,3.04,light rain
300,tres arroyos,AR,-38.3739,-60.2798,14.25,87,84,2.76,broken clouds
301,asosa,ET,10.0667,34.5333,19.86,33,12,4.33,few clouds
302,puerto el triunfo,SV,13.2833,-88.55,28.0,47,0,5.14,clear sky
303,dabakala,CI,8.3667,-4.4333,20.27,24,10,1.04,clear sky
304,sambava,MG,-14.2667,50.1667,25.63,84,72,3.83,broken clouds
305,ritchie,ZA,-29.038,24.6028,18.0,82,0,5.66,clear sky
306,saint-louis,SN,16.3333,-15.0,21.9,19,87,4.04,overcast clouds
307,oktyabrskiy,RU,54.4815,53.471,1.88,97,100,7.58,light rain
308,jonkoping,SE,57.7814,14.1562,-11.0,100,20,2.06,few clouds
309,koygorodok,RU,60.445,50.9968,-9.91,96,99,3.22,overcast clouds
310,saint anthony,US,45.0205,-93.218,-4.0,79,90,0.97,overcast clouds
311,eyl,SO,7.9803,49.8164,21.18,68,19,8.42,few clouds
312,westerland,DE,54.9079,8.3033,-4.0,93,2,2.06,clear sky
313,mwanza,TZ,-2.5167,32.9,20.03,77,63,4.19,broken clouds
314,plettenberg bay,ZA,-34.0527,23.3716,14.92,73,8,2.98,clear sky
315,presidencia roque saenz pena,AR,-26.7852,-60.4388,23.89,96,38,1.79,moderate rain
316,snihurivka,UA,47.0758,32.8052,3.0,100,90,1.0,overcast clouds
317,saint-francois,FR,46.4154,3.9054,9.44,93,75,1.54,broken clouds
318,pangnirtung,CA,66.1451,-65.7125,-35.55,75,8,1.19,clear sky
319,suluq,LY,31.6682,20.2521,12.35,80,100,2.55,overcast clouds
320,alta floresta,BR,-9.8756,-56.0861,22.6,93,98,0.75,overcast clouds
321,totana,ES,37.7688,-1.5023,15.56,58,79,0.75,broken clouds
322,teguldet,RU,57.3064,88.1667,-21.77,88,87,1.03,overcast clouds
323,mana,GF,5.6592,-53.7767,24.72,84,93,5.02,overcast clouds
324,meulaboh,ID,4.1363,96.1285,29.87,64,32,0.63,scattered clouds
325,tucurui,BR,-3.7661,-49.6725,22.97,94,5,1.8,clear sky
326,aromashevo,RU,56.8602,68.6375,-8.83,96,100,3.93,overcast clouds
327,mairana,BO,-18.1167,-63.9333,15.68,100,95,0.79,overcast clouds
328,kruisfontein,ZA,-34.0033,24.7314,12.34,88,50,3.2,scattered clouds
329,vila franca do campo,PT,37.7167,-25.4333,15.0,88,40,8.23,scattered clouds
330,richards bay,ZA,-28.783,32.0377,20.44,75,100,4.71,overcast clouds
331,qasigiannguit,GL,68.8193,-51.1922,-16.0,78,75,9.77,light snow
332,san vicente,AR,-26.6167,-54.1333,20.36,100,74,0.87,light rain
333,salaverry,PE,-8.2333,-78.9667,20.08,85,95,2.92,overcast clouds
334,araouane,ML,18.9048,-3.5265,18.93,25,67,4.38,broken clouds
335,mushie,CD,-3.0167,16.9,21.88,94,36,0.97,light rain
336,kisangani,CD,0.5167,25.2,20.56,94,19,0.95,few clouds
337,parabel,RU,58.6978,81.4825,-19.56,87,41,3.64,scattered clouds
338,maragogi,BR,-9.0122,-35.2225,25.04,82,83,3.29,broken clouds
339,jagatsinghapur,IN,20.2667,86.1667,19.0,72,5,1.54,haze
340,little current,CA,45.9793,-81.9248,-8.0,49,100,2.57,overcast clouds
341,mehamn,NO,71.0357,27.8492,-3.87,93,100,5.55,overcast clouds
342,methoni,GR,36.8197,21.7049,12.22,72,87,0.51,overcast clouds
343,bakel,SN,14.905,-12.4568,21.14,18,77,3.07,broken clouds
344,malanville,BJ,11.8685,3.3899,20.57,20,0,4.0,clear sky
345,alcaniz,ES,41.05,-0.1333,11.11,71,26,4.02,scattered clouds
346,alvaraes,BR,-3.2208,-64.8042,23.23,96,99,0.9,overcast clouds
347,tambopata,PE,-12.7333,-69.1833,24.05,92,100,1.03,overcast clouds
348,mancio lima,BR,-7.6142,-72.8958,22.99,95,100,1.17,overcast clouds
349,kajaani,FI,64.2273,27.7285,-17.0,85,90,0.51,light snow
350,coihaique,CL,-45.5752,-72.0662,14.0,62,0,1.54,clear sky
351,nguru,NG,12.8791,10.4526,18.88,22,9,3.53,clear sky
352,labrea,BR,-7.2586,-64.7981,22.89,96,84,0.59,broken clouds
353,khanino,RU,54.211,36.6229,-19.0,84,90,1.48,fog
354,selizharovo,RU,56.8519,33.4487,-10.34,96,57,2.35,broken clouds
355,grahamstown,ZA,-33.3042,26.5328,11.48,92,12,4.76,few clouds
356,haverfordwest,GB,51.8017,-4.9691,9.0,100,75,11.83,broken clouds
357,qaqortoq,GL,60.7167,-46.0333,-3.0,74,40,1.03,scattered clouds
358,marsa matruh,EG,31.3525,27.2453,14.0,38,0,3.09,clear sky
359,bataipora,BR,-22.2953,-53.2711,22.12,92,100,2.11,overcast clouds
360,san javier,ES,37.8063,-0.8374,16.67,58,0,3.6,clear sky
361,sivas,TR,39.7916,37.0019,-6.0,93,0,5.66,clear sky
362,tazmalt,DZ,36.3868,4.3989,9.82,79,0,1.95,clear sky
363,nouadhibou,MR,20.931,-17.0347,18.0,77,0,7.2,clear sky
364,lima,PE,-12.0432,-77.0282,20.0,83,0,3.09,clear sky
365,lubango,AO,-14.9172,13.4925,15.23,77,100,0.15,overcast clouds
366,ocean city,US,39.2776,-74.5746,1.0,93,90,6.17,mist
367,morki,RU,56.4303,48.9947,-7.38,97,100,1.26,light snow
368,morant bay,JM,17.8815,-76.4093,26.0,78,20,2.06,few clouds
369,boca do acre,BR,-8.7522,-67.3978,23.29,96,98,1.14,overcast clouds
370,santiago del estero,AR,-27.7951,-64.2615,21.59,76,100,2.6,overcast clouds
371,kuusamo,FI,65.9667,29.1833,-20.0,84,75,2.06,broken clouds
372,zaporizhzhya,UA,47.8167,35.1833,7.0,100,75,3.0,fog
373,gat,IL,31.61,34.7642,18.33,41,0,1.79,clear sky
374,sokolo,ML,14.7328,-6.1219,18.73,20,87,5.16,overcast clouds
375,muisne,EC,0.6,-80.0333,25.26,85,98,1.21,light rain
376,tiznit,MA,29.5833,-9.5,16.17,51,72,0.44,broken clouds
377,kuryk,KZ,43.2,51.65,7.19,76,0,9.48,clear sky
378,papagaios,BR,-19.4492,-44.7478,20.52,90,100,2.56,light rain
379,margate,GB,51.3813,1.3862,5.56,89,100,1.34,moderate rain
380,sumter,US,28.7086,-82.0831,6.67,67,9,4.02,clear sky
381,moanda,GA,-1.5575,13.2178,20.79,97,94,0.98,overcast clouds
382,paamiut,GL,61.994,-49.6678,-11.36,89,45,7.73,scattered clouds
383,floro,NO,61.5996,5.0328,-2.0,86,75,3.6,light snow
384,salalah,OM,17.0151,54.0924,23.0,21,20,6.69,few clouds
385,mayumba,GA,-3.432,10.6554,25.78,84,100,1.5,moderate rain
386,qandala,SO,11.472,49.8728,22.55,51,1,2.64,clear sky
387,elmadag,TR,39.9208,33.2308,8.0,93,0,1.03,clear sky
388,orikum,AL,40.3253,19.4714,13.18,75,99,9.87,overcast clouds
389,sistranda,NO,63.7256,8.834,-6.0,79,20,7.2,few clouds
390,visby,SE,57.6409,18.296,-0.56,86,90,3.6,overcast clouds
391,namanyere,TZ,-7.5167,31.05,15.46,89,100,1.9,overcast clouds
392,havre-saint-pierre,CA,50.2334,-63.5986,-10.0,62,1,3.6,clear sky
393,punta alta,AR,-38.8759,-62.0736,16.42,73,93,4.88,overcast clouds
394,hambantota,LK,6.1241,81.1185,28.0,83,75,5.14,broken clouds
395,asfi,MA,32.2994,-9.2372,13.57,85,0,6.14,clear sky
396,skjervoy,NO,70.0311,20.9714,-1.26,87,93,3.38,overcast clouds
397,kulu,TR,39.0951,33.0799,3.38,83,99,2.54,overcast clouds
398,pisco,PE,-13.7,-76.2167,21.11,73,0,3.6,clear sky
399,danielskuil,ZA,-28.1887,23.5395,16.82,73,64,1.26,broken clouds
400,saurimo,AO,-9.6608,20.3916,17.61,96,100,1.04,overcast clouds
401,hearst,CA,49.6835,-83.6665,-14.0,85,100,0.51,overcast clouds
402,talnakh,RU,69.4865,88.3972,-25.34,87,85,3.61,overcast clouds
403,sheboygan,US,43.7333,-87.9334,-5.56,79,1,2.06,clear sky
404,skelleftea,SE,64.7507,20.9528,-18.33,84,40,2.06,light snow
405,santa luzia,BR,-19.7697,-43.8514,23.0,64,0,1.81,clear sky
406,caravelas,BR,-17.7125,-39.2481,23.48,88,96,1.49,overcast clouds
407,usak,TR,38.5,29.4167,6.61,83,0,6.94,clear sky
408,coxim,BR,-18.5067,-54.76,25.0,81,100,2.66,overcast clouds
409,landerneau,FR,48.4525,-4.2525,12.0,94,90,8.75,overcast clouds
410,touros,BR,-5.1989,-35.4608,26.0,78,40,2.57,scattered clouds
411,mezen,RU,65.8522,44.24,-12.13,96,100,2.26,overcast clouds
412,brest,BY,52.1,23.7,-7.0,96,100,3.0,overcast clouds
413,riyadh,SA,24.6877,46.7219,12.0,37,0,2.03,clear sky
414,zurrieq,MT,35.8311,14.4742,14.44,88,40,4.12,scattered clouds
415,sechura,PE,-5.5569,-80.8222,23.66,71,77,6.1,broken clouds
416,sakakah,SA,29.9697,40.2064,11.0,43,0,2.57,clear sky
417,graaff-reinet,ZA,-32.2522,24.5308,10.56,82,0,0.87,clear sky
418,rosa zarate,EC,0.3333,-79.4667,23.22,95,100,0.83,moderate rain
419,karlstad,SE,59.3793,13.5036,-9.0,92,90,3.6,overcast clouds
420,hargeysa,SO,9.56,44.065,12.07,73,82,5.75,broken clouds
421,tynset,NO,62.2759,10.7824,-27.0,76,90,1.03,fog
422,edd,ER,13.9297,41.6925,23.49,53,0,4.17,clear sky
423,raga,SS,8.4596,25.678,19.29,29,87,1.41,overcast clouds
424,mangai,CD,-4.05,19.5333,21.11,97,95,0.7,moderate rain
425,bonthe,SL,7.5264,-12.505,24.83,89,25,2.09,scattered clouds
426,solano,US,38.2333,-121.9511,15.0,67,90,5.14,light rain
427,rawson,AR,-43.3002,-65.1023,22.4,36,93,9.47,overcast clouds
428,pravia,ES,43.4906,-6.1508,17.0,51,75,7.2,broken clouds
429,diego de almagro,CL,-26.3667,-70.05,13.23,72,12,0.25,few clouds
430,burgeo,CA,47.6167,-57.6152,-3.59,89,1,1.64,clear sky
431,basoko,CD,1.2391,23.616,21.92,86,90,0.9,overcast clouds
432,marystown,CA,47.1666,-55.1483,-3.02,91,0,2.41,clear sky
433,medea,DZ,36.2642,2.7539,13.0,76,0,2.57,clear sky
434,matara,LK,5.9485,80.5353,27.96,70,18,3.63,few clouds
435,kingisepp,RU,59.3733,28.6134,-6.4,98,62,2.37,broken clouds
436,sabha,LY,27.0377,14.4283,10.17,49,1,3.72,clear sky
437,hashtrud,IR,37.4779,47.0508,-7.18,92,0,0.6,clear sky
438,tirumullaivasal,IN,11.2333,79.8333,26.69,70,12,6.5,few clouds
439,karasjok,NO,69.4719,25.5112,-10.0,92,90,0.51,overcast clouds
440,tallahassee,US,30.4383,-84.2807,6.0,61,90,8.23,overcast clouds
441,novooleksiyivka,UA,46.2269,34.6428,9.07,88,100,6.0,overcast clouds
442,wagar,SD,16.1525,36.2032,19.5,87,7,3.41,clear sky
443,berlevag,NO,70.8578,29.0864,-3.14,93,100,5.51,light snow
444,rio grande,BR,-32.035,-52.0986,22.78,96,99,4.24,overcast clouds
445,hit,IQ,33.6416,42.8251,10.4,66,0,2.47,clear sky
446,saint-augustin,CA,51.226,-58.6502,-10.9,90,0,2.58,clear sky
447,williamsburg,US,37.2707,-76.7075,1.0,86,90,3.6,overcast clouds
448,kargasok,RU,59.0556,80.8572,-19.04,87,58,4.22,broken clouds
449,sines,PT,37.9562,-8.8698,13.89,92,100,1.79,overcast clouds
450,sestri levante,IT,44.2732,9.3968,6.67,88,25,2.58,scattered clouds
451,sao miguel do araguaia,BR,-13.275,-50.1628,23.66,81,91,0.95,overcast clouds
452,ayna,PE,-12.65,-73.9167,16.47,79,100,0.2,overcast clouds
453,grootfontein,NA,-19.5667,18.1167,19.0,82,78,3.09,broken clouds
454,keti bandar,PK,24.1447,67.4497,22.15,71,0,3.69,clear sky
455,santa rosa,PH,14.3122,121.1114,29.44,65,20,1.54,few clouds
456,ponta delgada,PT,37.7333,-25.6667,15.0,88,40,8.23,scattered clouds
457,tierralta,CO,8.1736,-76.0592,24.18,88,96,2.82,overcast clouds
458,porto torres,IT,40.835,8.3972,14.0,77,40,5.66,scattered clouds
459,huamachuco,PE,-7.8,-78.0667,10.11,88,94,0.66,light rain
460,belmonte,BR,-15.8631,-38.8828,23.0,88,20,1.03,few clouds
461,dabhol,IN,17.6,73.1667,27.86,42,0,3.78,clear sky
462,kudahuvadhoo,MV,2.6708,72.8944,28.34,75,53,6.45,broken clouds
463,vypolzovo,RU,57.8767,33.6986,-5.65,97,98,3.84,overcast clouds
464,aksu,CN,41.1231,80.2644,0.34,68,100,0.18,overcast clouds
465,bayji,IQ,34.9311,43.487,9.62,67,0,2.93,clear sky
466,parsabad,IR,39.6482,47.9174,1.0,100,0,2.06,clear sky
467,longuenesse,FR,50.734,2.2352,5.0,96,100,1.34,light rain
468,jiwani,PK,25.05,61.7417,19.55,68,0,2.96,clear sky
469,dobryanka,RU,58.4619,56.4165,-7.0,79,0,4.0,clear sky
470,sayyan,YE,15.1718,44.3244,6.15,57,0,1.66,clear sky
471,emba,KZ,48.8264,58.1442,-2.67,98,98,2.55,overcast clouds
472,osypenko,UA,46.9136,36.8253,4.44,100,98,0.89,overcast clouds
473,grenville,GD,12.1167,-61.6167,26.0,73,20,4.12,few clouds
474,dublin,US,37.7021,-121.9358,14.44,66,20,3.09,few clouds
475,santa helena de goias,BR,-17.8136,-50.5969,21.34,90,100,0.52,moderate rain
476,sur,OM,22.5667,59.5289,21.92,69,0,3.26,clear sky
477,walvis bay,NA,-22.9575,14.5053,19.44,82,64,2.06,broken clouds
478,ponta pora,BR,-22.5361,-55.7256,21.36,99,96,3.12,overcast clouds
479,carutapera,BR,-1.195,-46.02,25.28,90,100,2.79,overcast clouds
