City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
113,Usinsk,RU,2021-01-31 00:36:36,65.9939,57.5281,-1.17,93,100,9.53
114,Boa Vista,BR,2021-01-31 00:36:37,2.8197,-60.6733,78.8,69,75,11.5
115,Santo Antonio Da Platina,BR,2021-01-31 00:36:37,-23.295,-50.0772,71.94,89,100,2.39
116,Islamkot,PK,2021-01-31 00:36:37,24.6997,70.177,53.64,39,0,4.52
117,Korla,CN,2021-01-31 00:35:25,41.7597,86.1469,18.37,85,0,4.43
118,Nouadhibou,MR,2021-01-31 00:36:37,20.931,-17.0347,68.0,64,0,18.41
119,Kamenka,RU,2021-01-31 00:36:38,51.3223,42.7678,35.01,93,100,4.0
120,Villa Bruzual,VE,2021-01-31 00:36:38,9.3328,-69.1208,78.91,54,49,6.91
121,Kaduy,RU,2021-01-31 00:33:11,59.2,37.15,19.13,97,100,8.05
122,Grindavik,IS,2021-01-31 00:36:38,63.8424,-22.4338,21.2,73,40,5.75
123,Bako,ET,2021-01-31 00:36:38,5.7833,36.5667,66.15,45,33,2.53
124,Ankpa,NG,2021-01-31 00:36:39,7.3706,7.6253,75.07,19,0,3.76
125,Talas,TR,2021-01-31 00:36:39,38.6908,35.5538,37.4,93,75,9.22
126,Bambous Virieux,MU,2021-01-31 00:36:39,-20.3428,57.7575,78.8,83,40,8.05
127,Verkhovazhye,RU,2021-01-31 00:36:39,60.7472,42.0465,19.83,96,100,9.4
128,Rajshahi,BD,2021-01-31 00:34:55,24.3667,88.6,45.99,60,0,3.67
129,Mwinilunga,ZM,2021-01-31 00:36:40,-11.7358,24.4293,62.19,94,100,2.28
130,Caluquembe,AO,2021-01-31 00:36:40,-13.7833,14.6833,59.07,98,100,4.38
131,Mehamn,NO,2021-01-31 00:32:54,71.0357,27.8492,26.6,80,0,8.05
132,Codrington,AU,2021-01-31 00:36:40,-38.2667,141.9667,65.07,57,0,8.46
133,Namibe,AO,2021-01-31 00:31:47,-15.1961,12.1522,71.78,78,50,5.82
134,Norden,DE,2021-01-31 00:36:40,53.6,7.2,26.01,85,98,1.14
135,Kulhudhuffushi,MV,2021-01-31 00:31:48,6.6221,73.07,81.66,65,23,5.86
136,San Luis,AR,2021-01-31 00:34:42,-33.295,-66.3356,63.46,68,0,17.78
137,Faya,SA,2021-01-31 00:36:29,18.3851,42.4509,55.4,62,0,5.75
138,Castro,BR,2021-01-31 00:36:05,-24.7911,-50.0119,65.68,97,100,5.99
139,Hithadhoo,MV,2021-01-31 00:35:57,-0.6,73.0833,81.68,79,24,14.23
140,Marathon,US,2021-01-31 00:36:42,44.9,-89.7668,28.99,74,90,18.41
141,Ciudad Bolivar,VE,2021-01-31 00:36:42,8.1222,-63.5497,79.12,72,3,14.56
142,Vila Franca Do Campo,PT,2021-01-31 00:36:20,37.7167,-25.4333,62.6,94,75,16.11
143,Beloha,MG,2021-01-31 00:36:42,-25.1667,45.05,74.37,82,0,4.68
144,Didi Lilo,GE,2021-01-31 00:36:42,41.7361,44.9647,37.4,100,90,4.61
145,Marienburg,PL,2021-01-31 00:32:42,54.0359,19.0266,26.6,80,75,12.66
146,Ronne,DK,2021-01-31 00:36:43,55.1009,14.7066,33.8,86,90,12.66
147,Tombouctou,ML,2021-01-31 00:36:43,20.0,-3.0,65.07,21,0,9.31
148,Lardos,GR,2021-01-31 00:36:43,36.0942,28.0157,59.0,72,40,10.36
149,Nchelenge,ZM,2021-01-31 00:36:43,-9.3451,28.734,68.68,86,100,2.1
150,Richards Bay,ZA,2021-01-31 00:32:45,-28.783,32.0377,73.65,94,100,2.04
151,Machhlishahr,IN,2021-01-31 00:36:44,25.6833,82.4167,48.2,87,0,3.44
152,Casale Monferrato,IT,2021-01-31 00:36:44,45.1334,8.4571,39.99,90,100,5.17
153,Nurota,UZ,2021-01-31 00:36:44,40.5614,65.6886,46.4,53,84,9.22
154,Mwene-Ditu,CD,2021-01-31 00:36:44,-7.0,23.45,65.95,93,100,2.37
155,Itaituba,BR,2021-01-31 00:36:28,-4.2761,-55.9836,78.8,94,75,5.75
156,Halifax,CA,2021-01-31 00:36:01,44.6453,-63.5724,18.0,81,95,3.0
157,Itamaraca,BR,2021-01-31 00:36:45,-7.7478,-34.8256,78.8,69,40,9.22
158,Westport,US,2021-01-31 00:36:34,41.1415,-73.3579,28.0,39,1,4.61
159,Seymour,US,2021-01-31 00:36:45,38.9592,-85.8903,34.0,97,100,5.99
160,Narok,KE,2021-01-31 00:36:45,-1.0783,35.8601,54.37,77,0,1.79
161,Mao,ES,2021-01-31 00:36:45,39.8885,4.2658,48.2,93,20,3.44
162,Paamiut,GL,2021-01-31 00:36:46,61.994,-49.6678,25.29,89,45,14.74
163,Atasu,KZ,2021-01-31 00:36:46,48.6814,71.6433,20.7,89,100,9.8
164,Kalmunai,LK,2021-01-31 00:36:46,7.4167,81.8167,76.39,86,100,4.83
165,Carnarvon,AU,2021-01-31 00:36:46,-24.8667,113.6333,84.2,79,6,5.75
166,Careiro Da Varzea,BR,2021-01-31 00:36:46,-3.2003,-59.8119,77.0,94,75,3.44
167,Tiruchchendur,IN,2021-01-31 00:36:11,8.4833,78.1167,75.76,86,1,13.8
168,Akwatia,GH,2021-01-31 00:36:46,6.0402,-0.8088,75.83,91,96,2.46
169,Bubaque,GW,2021-01-31 00:36:47,11.2833,-15.8333,79.34,62,97,12.12
170,Sechura,PE,2021-01-31 00:36:47,-5.5569,-80.8222,78.6,60,17,17.11
171,Shelburne,CA,2021-01-31 00:36:47,44.0787,-80.2041,12.0,81,100,3.04
172,Lebu,CL,2021-01-31 00:35:43,-37.6167,-73.65,56.5,85,1,12.01
173,Dhidhdhoo,MV,2021-01-31 00:36:47,6.8833,73.1,81.36,65,0,5.66
174,Termiz,UZ,2021-01-31 00:36:47,37.2242,67.2783,44.6,45,0,6.91
175,Menongue,AO,2021-01-31 00:36:48,-14.6585,17.691,62.47,95,100,5.21
176,Nouakchott,MR,2021-01-31 00:36:46,18.0858,-15.9785,71.6,13,100,10.36
177,Lundazi,ZM,2021-01-31 00:31:49,-12.2929,33.1782,64.42,88,100,3.58
178,Stockach,DE,2021-01-31 00:36:48,47.85,9.0167,43.0,83,100,3.69
179,Dickson,US,2021-01-31 00:36:48,36.077,-87.3878,46.99,61,90,8.05
180,Roald,NO,2021-01-31 00:36:49,62.5833,6.1333,33.8,93,90,8.05
181,Inirida,CO,2021-01-31 00:36:49,3.8653,-67.9239,78.28,75,54,2.53
182,Tabou,CI,2021-01-31 00:36:49,4.423,-7.3528,78.66,89,33,8.55
183,Los Llanos De Aridane,ES,2021-01-31 00:36:07,28.6585,-17.9182,64.4,77,90,12.66
184,Vestmannaeyjar,IS,2021-01-31 00:36:49,63.4427,-20.2734,31.35,94,100,9.4
185,Villa Maria,AR,2021-01-31 00:36:49,-32.4075,-63.2402,61.65,87,5,11.1
186,Reconquista,AR,2021-01-31 00:36:49,-29.15,-59.65,74.5,90,82,8.1
187,Straumen,NO,2021-01-31 00:36:49,63.8709,11.2999,30.2,100,90,4.61
188,Shiraz,IR,2021-01-31 00:36:50,29.6036,52.5388,39.51,71,0,1.92
189,Nador,MA,2021-01-31 00:36:50,35.174,-2.9287,60.8,72,0,21.85
190,Loubomo,CG,2021-01-31 00:36:50,-4.1997,12.6739,71.4,94,100,1.52
191,Narsaq,GL,2021-01-31 00:36:50,60.9167,-46.05,39.2,28,75,33.38
192,Ibra,OM,2021-01-31 00:36:50,22.6906,58.5334,54.64,65,0,3.44
193,Jeremie,HT,2021-01-31 00:36:50,18.65,-74.1167,75.87,76,51,11.48
194,Valparaiso,CL,2021-01-31 00:36:51,-33.0393,-71.6273,66.0,100,90,4.61
195,Isiro,CD,2021-01-31 00:36:52,2.7739,27.616,62.38,48,97,0.98
196,Sol-Iletsk,RU,2021-01-31 00:36:21,51.1631,54.9918,18.91,98,69,2.46
197,Cradock,ZA,2021-01-31 00:36:52,-32.1642,25.6192,63.52,77,0,1.81
198,Husavik,IS,2021-01-31 00:32:41,66.0449,-17.3389,14.0,85,90,4.61
199,Mbour,SN,2021-01-31 00:36:53,14.422,-16.9638,71.6,60,0,13.8
200,Sarmanovo,RU,2021-01-31 00:36:53,55.2553,52.5891,28.4,86,75,11.18
201,Betsiamites,CA,2021-01-31 00:36:53,48.9413,-68.646,10.4,66,1,9.22
202,Kismayo,SO,2021-01-31 00:36:53,-0.3582,42.5454,74.91,85,0,13.29
203,Gayny,RU,2021-01-31 00:36:53,60.3071,54.3241,24.87,97,100,9.17
204,Lancaster,US,2021-01-31 00:36:54,40.2504,-76.2499,30.2,43,1,3.13
205,Melfi,IT,2021-01-31 00:36:54,40.9965,15.6514,42.8,70,20,13.8
206,Vieksniai,LT,2021-01-31 00:36:54,56.2333,22.5167,26.6,80,90,11.5
207,Rengo,CL,2021-01-31 00:34:21,-34.4167,-70.8667,66.2,82,75,4.61
208,Cockburn Town,TC,2021-01-31 00:36:54,21.4612,-71.1419,73.4,60,20,11.5
209,Bardiyah,LY,2021-01-31 00:36:55,31.7561,25.0865,59.27,69,0,13.82
210,Esil,KZ,2021-01-31 00:36:55,51.9556,66.4042,16.48,94,100,5.5
211,Buchanan,LR,2021-01-31 00:36:55,5.8808,-10.0467,75.2,94,40,5.84
212,Izhma,RU,2021-01-31 00:36:55,65.0083,53.9113,0.72,92,100,8.61
213,Camargo,MX,2021-01-31 00:36:56,27.6667,-105.1667,67.75,25,0,10.18
214,Yar-Sale,RU,2021-01-31 00:33:11,66.8333,70.8333,-18.29,86,100,17.27
215,Lagoa,PT,2021-01-31 00:36:31,39.05,-27.9833,61.9,94,100,25.64
216,Shalakusha,RU,2021-01-31 00:36:56,62.2247,40.2539,17.69,97,100,5.61
217,Jacareacanga,BR,2021-01-31 00:36:57,-6.2222,-57.7528,74.93,88,100,1.36
218,Shinpokh,PK,2021-01-31 00:36:57,34.3292,71.1782,44.6,57,75,4.61
219,Santa Maria,BR,2021-01-31 00:36:57,-29.6842,-53.8069,68.0,100,90,9.22
220,Andenes,NO,2021-01-31 00:36:58,69.3143,16.1194,25.0,74,100,8.05
221,Sao Domingos Do Maranhao,BR,2021-01-31 00:36:58,-5.5758,-44.3853,73.69,91,100,0.56
222,Hualmay,PE,2021-01-31 00:36:58,-11.0964,-77.6139,71.38,76,58,9.01
223,Amvrosiyivka,UA,2021-01-31 00:36:58,47.7935,38.4777,34.14,93,100,12.33
224,Bjornevatn,NO,2021-01-31 00:36:58,69.6672,29.9847,24.8,86,75,10.36
225,Kristianstad,SE,2021-01-31 00:36:59,56.0313,14.1524,30.2,93,75,6.91
226,San Rafael Del Sur,NI,2021-01-31 00:36:59,11.8485,-86.4384,86.0,48,20,9.22
227,Melipilla,CL,2021-01-31 00:32:08,-33.7,-71.2167,72.0,100,90,3.44
228,Aljezur,PT,2021-01-31 00:36:59,37.3191,-8.8033,55.0,100,100,1.01
229,Mahanoro,MG,2021-01-31 00:36:59,-19.9,48.8,75.88,87,2,3.42
230,Saint-Maximin-La-Sainte-Baume,FR,2021-01-31 00:36:59,43.4521,5.8622,52.0,57,100,17.0
231,Cartagena Del Chaira,CO,2021-01-31 00:36:59,1.3349,-74.8429,76.59,64,0,2.91
232,Amilly,FR,2021-01-31 00:37:00,47.9728,2.7719,48.0,98,100,5.14
233,Comodoro Rivadavia,AR,2021-01-31 00:37:00,-45.8667,-67.5,60.8,51,0,8.05
234,Safranbolu,TR,2021-01-31 00:37:00,41.2508,32.6942,38.21,88,100,2.1
235,Aripuana,BR,2021-01-31 00:37:00,-9.1667,-60.6333,74.82,97,100,1.23
236,Sao Filipe,CV,2021-01-31 00:37:00,14.8961,-24.4956,74.64,61,100,7.9
237,Aswan,EG,2021-01-31 00:37:00,24.0934,32.907,53.31,42,0,8.46
238,Carballo,ES,2021-01-31 00:37:01,43.213,-8.691,51.01,89,100,1.99
239,Karachi,PK,2021-01-31 00:37:01,24.9056,67.0822,53.6,87,0,5.75
240,Owando,CG,2021-01-31 00:37:01,-0.4819,15.8999,70.27,94,73,2.71
241,Luanda,AO,2021-01-31 00:36:34,-8.8368,13.2343,78.8,83,75,4.61
242,Abrau-Dyurso,RU,2021-01-31 00:37:01,44.69,37.59,50.0,66,100,24.61
243,Sao Miguel Do Araguaia,BR,2021-01-31 00:37:02,-13.275,-50.1628,76.1,76,100,3.4
244,Tiznit,MA,2021-01-31 00:37:02,29.5833,-9.5,56.3,84,100,2.21
245,Kartuzy,PL,2021-01-31 00:37:02,54.3342,18.1974,32.0,80,75,12.66
246,Wyoming,US,2021-01-31 00:37:03,43.0002,-107.5009,28.45,94,76,2.71
247,Les Cayes,HT,2021-01-31 00:37:03,18.2,-73.75,73.15,77,62,6.08
248,Koslan,RU,2021-01-31 00:37:03,63.4564,48.8989,24.44,98,100,8.03
249,Laguna,US,2021-01-31 00:37:03,38.421,-121.4238,59.0,51,1,4.61
250,Burgeo,CA,2021-01-31 00:37:03,47.6167,-57.6152,27.77,91,79,14.27
251,Poniatowa,PL,2021-01-31 00:37:04,51.1798,22.1309,26.6,93,90,11.5
252,Tromso,NO,2021-01-31 00:37:04,69.6496,18.957,21.99,79,98,3.44
253,Kilindoni,TZ,2021-01-31 00:37:04,-7.9139,39.6668,81.43,78,92,14.99
254,Sinalunga,IT,2021-01-31 00:37:05,43.2152,11.7495,52.0,86,0,8.99
255,Shevchenkove,UA,2021-01-31 00:37:05,49.6959,37.1735,39.2,93,90,13.42
256,Fria,GN,2021-01-31 00:37:05,10.4167,-13.5833,65.97,92,0,1.14
257,Margate,GB,2021-01-31 00:37:05,51.3813,1.3862,39.0,77,14,7.0
258,Malmesbury,ZA,2021-01-31 00:37:05,-33.4608,18.7271,68.0,77,75,5.75
259,Deogarh,IN,2021-01-31 00:37:06,21.5333,84.7333,49.44,44,0,2.55
260,Reyes,BO,2021-01-31 00:37:06,-14.3167,-67.3833,77.0,83,100,3.36
261,Meulaboh,ID,2021-01-31 00:37:06,4.1363,96.1285,75.97,83,58,4.41
262,Ilulissat,GL,2021-01-31 00:37:06,69.2167,-51.1,6.8,61,90,8.05
263,Bassar,TG,2021-01-31 00:37:07,9.25,0.7833,77.0,29,28,3.53
264,Amethi,IN,2021-01-31 00:37:07,26.15,81.8167,44.02,61,0,3.38
265,Sistranda,NO,2021-01-31 00:37:07,63.7256,8.834,24.8,100,20,5.75
266,Cuamba,MZ,2021-01-31 00:37:07,-14.8031,36.5372,68.72,94,100,1.88
267,Hendek,TR,2021-01-31 00:37:08,40.7994,30.7481,44.6,93,40,6.91
268,Ghanzi,BW,2021-01-31 00:37:08,-21.5667,21.7833,70.2,83,100,7.78
269,Sinsheim,DE,2021-01-31 00:37:08,49.2529,8.8787,34.0,94,100,3.0
270,Nantucket,US,2021-01-31 00:37:08,41.2835,-70.0995,19.4,45,1,14.97
271,Villa Carlos Paz,AR,2021-01-31 00:36:23,-31.4241,-64.4978,64.99,89,53,4.0
272,Changji,CN,2021-01-31 00:37:08,44.0167,87.3167,1.4,85,90,2.24
273,Sao Felix Do Xingu,BR,2021-01-31 00:37:09,-6.6447,-51.995,72.82,95,100,2.08
274,Badvel,IN,2021-01-31 00:37:09,14.75,79.05,65.95,88,86,2.62
275,Coquimbo,CL,2021-01-31 00:32:49,-29.9533,-71.3436,66.2,82,90,6.91
276,Adrar,MR,2021-01-31 00:37:09,20.5022,-10.0711,65.05,25,20,7.52
277,Sheregesh,RU,2021-01-31 00:37:09,52.9209,87.9869,-0.44,93,63,2.86
278,Ugoofaaru,MV,2021-01-31 00:37:09,5.6667,73.0,81.64,68,100,9.28
279,Port-Gentil,GA,2021-01-31 00:37:10,-0.7193,8.7815,77.0,88,90,13.8
280,Inhambane,MZ,2021-01-31 00:35:23,-23.865,35.3833,78.06,83,0,6.06
281,Pochinki,RU,2021-01-31 00:37:10,54.6988,44.8668,22.46,97,100,11.07
282,Taoudenni,ML,2021-01-31 00:37:10,22.6783,-3.9836,66.13,25,0,7.45
283,Urubicha,BO,2021-01-31 00:37:10,-15.3833,-62.95,76.77,77,31,3.27
284,Buraydah,SA,2021-01-31 00:37:10,26.326,43.975,50.0,66,0,5.75
285,Kuzedeyevo,RU,2021-01-31 00:37:11,53.3308,87.2019,-6.12,90,21,4.09
286,Sept-Iles,CA,2021-01-31 00:33:56,50.2001,-66.3821,19.4,63,51,6.91
287,Caravelas,BR,2021-01-31 00:37:11,-17.7125,-39.2481,75.36,85,0,5.08
288,Gamba,GA,2021-01-31 00:32:41,-2.65,10.0,77.25,88,100,1.12
289,Xuddur,SO,2021-01-31 00:37:11,4.1213,43.8894,63.66,87,4,14.09
290,Nizwa,OM,2021-01-31 00:37:12,22.9333,57.5333,56.12,59,0,2.42
291,Sao Jose Da Coroa Grande,BR,2021-01-31 00:37:12,-8.8978,-35.1478,78.13,82,100,8.86
292,San Cristobal,VE,2021-01-31 00:32:13,7.7669,-72.225,65.48,70,90,0.98
